,name,price,adress,image_link
247,Mouton  agnelle,350000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4060011_uploaded_image1_1674334569.jpg
248,Mouton ladoum,300000,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_4055616_uploaded_image1_1674061476.jpg
249,Mouton Ladoum,300000,"Diourbel, Sénégal",https://images.coinafrique.com/thumb_4055594_uploaded_image1_1674060909.jpg
250,Mouton,90000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4045236_uploaded_image1_1673453334.jpg
251,Mouton ladoum ,Prixsurdemande,"Keur Massar, Sénégal",https://images.coinafrique.com/thumb_4045097_uploaded_image1_1673450121.jpg
252,Brebis,125000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4043309_uploaded_image1_1673359543.jpg
253,Moutons ,200000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4042194_uploaded_image1_1673295765.jpg
254,Mouton ladoum,425000,"Niaga, Sénégal",https://images.coinafrique.com/thumb_4034404_uploaded_image1_1672852719.jpg
255,Mouton ,350000,"Thies, Sénégal",https://images.coinafrique.com/thumb_4030108_uploaded_image1_1672623884.jpg
256,Mouton,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4029740_uploaded_image1_1672592204.jpg
257,Mouton,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4029738_uploaded_image1_1672592085.jpg
258,Mouton ,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_4029736_uploaded_image1_1672591907.jpg
259,Mouton,385000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_4014306_uploaded_image1_1671394188.jpg
260,Mouton,120000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_4012817_uploaded_image1_1671276487.jpg
261,Mouton,350000,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_4009435_uploaded_image1_1671093107.jpg
262,Mouton,200000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_4009060_uploaded_image1_1671054917.jpg
263,Mouton,115000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3978496_uploaded_image1_1669292801.jpg
264,Mouton,130000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3974793_uploaded_image1_1669059546.jpg
265,Mouton Ladoum,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3973521_uploaded_image1_1668978922.jpg
266,Mouton Ladoum,Prixsurdemande,"Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3973513_uploaded_image1_1668978576.jpg
267,Mouton  ,375000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3940258_uploaded_image1_1667000243.jpg
268,Mouton Ladoum,800000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3940256_uploaded_image1_1667000061.jpg
269,Bélier,150000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3936807_uploaded_image1_1666791545.jpg
270,Mouton,150000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3936799_uploaded_image1_1666791400.jpg
271,Mouton ladoum ,1200000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3899374_uploaded_image1_1664534117.jpg
